P_model,R_model,F1_model_micro_one_lab,F1_model_micro_one_boost,F1_model_macro_one_lab,F1_model_macro_one_boost
0.964,0.785,0.866,0.866,0.8391666666666667,0.8391666666666667
0.957,0.805,0.875,0.875,0.8583333333333334,0.8583333333333334
0.955,0.811,0.877,0.877,0.8665000000000002,0.8665000000000002
0.956,0.805,0.874,0.874,0.8584999999999999,0.8584999999999999
0.946,0.8,0.867,0.867,0.8484999999999999,0.8484999999999999
0.949,0.81,0.874,0.874,0.8645,0.8645
0.958,0.803,0.874,0.874,0.8555,0.8555
0.955,0.798,0.869,0.869,0.8508333333333332,0.8508333333333332
0.956,0.8,0.871,0.871,0.8556666666666667,0.8556666666666667
0.954,0.818,0.881,0.881,0.8704999999999999,0.8704999999999999
0.946,0.804,0.869,0.869,0.8583333333333334,0.8583333333333334
0.935,0.794,0.859,0.859,0.8456666666666667,0.8456666666666667
0.941,0.792,0.86,0.86,0.8431666666666667,0.8431666666666667
0.947,0.801,0.868,0.868,0.8566666666666666,0.8566666666666666
0.939,0.807,0.868,0.868,0.8558333333333334,0.8558333333333334
0.946,0.794,0.863,0.863,0.8475000000000001,0.8475000000000001
0.927,0.803,0.861,0.861,0.8518333333333333,0.8518333333333333
0.936,0.8,0.862,0.862,0.8503333333333333,0.8503333333333333
0.949,0.798,0.867,0.867,0.8526666666666666,0.8526666666666666
0.93,0.804,0.863,0.863,0.8485,0.8485
0.948,0.807,0.872,0.872,0.8603333333333333,0.8603333333333333
0.95,0.803,0.871,0.871,0.8544999999999999,0.8544999999999999
0.949,0.803,0.87,0.87,0.8553333333333334,0.8553333333333334
0.941,0.795,0.862,0.862,0.8468333333333334,0.8468333333333334
0.946,0.801,0.867,0.867,0.8496666666666667,0.8496666666666667
0.94,0.799,0.864,0.864,0.848,0.848
0.935,0.8,0.863,0.863,0.8493333333333334,0.8493333333333334
0.946,0.795,0.864,0.864,0.8468333333333334,0.8468333333333334
0.942,0.811,0.872,0.872,0.8595,0.8595
0.93,0.805,0.863,0.863,0.8523333333333333,0.8523333333333333
0.936,0.805,0.865,0.865,0.8503333333333334,0.8503333333333334
0.941,0.805,0.868,0.868,0.8523333333333335,0.8523333333333335
0.939,0.803,0.866,0.866,0.852,0.852
0.936,0.811,0.869,0.869,0.8563333333333333,0.8563333333333333
0.938,0.81,0.869,0.869,0.8575,0.8575
0.949,0.815,0.877,0.877,0.8626666666666667,0.8626666666666667
0.935,0.808,0.867,0.867,0.8523333333333335,0.8523333333333335
0.946,0.805,0.87,0.87,0.8525,0.8525
0.926,0.801,0.859,0.859,0.8485,0.8485
0.95,0.797,0.867,0.867,0.8461666666666668,0.8461666666666668
0.931,0.799,0.86,0.86,0.8433333333333334,0.8433333333333334
0.935,0.805,0.865,0.865,0.8531666666666667,0.8531666666666667
0.938,0.801,0.864,0.864,0.851,0.851
0.936,0.798,0.862,0.862,0.8468333333333334,0.8468333333333334
0.936,0.793,0.859,0.859,0.8423333333333334,0.8423333333333334
0.955,0.8,0.87,0.87,0.8531666666666667,0.8531666666666667
0.945,0.812,0.874,0.874,0.8628333333333332,0.8628333333333332
0.939,0.802,0.865,0.865,0.8535,0.8535
0.94,0.803,0.866,0.866,0.8475,0.8475
0.944,0.812,0.873,0.873,0.8649999999999999,0.8649999999999999
0.924,0.805,0.861,0.861,0.8504999999999999,0.8504999999999999
0.924,0.804,0.86,0.86,0.8490000000000001,0.8490000000000001
0.942,0.798,0.864,0.864,0.851,0.851
0.925,0.793,0.854,0.854,0.8385000000000001,0.8385000000000001
0.933,0.794,0.858,0.858,0.8411666666666667,0.8411666666666667
0.93,0.793,0.856,0.856,0.8418333333333333,0.8418333333333333
0.936,0.799,0.862,0.862,0.8490000000000001,0.8490000000000001
0.938,0.802,0.864,0.864,0.8558333333333334,0.8558333333333334
0.933,0.796,0.859,0.859,0.8443333333333335,0.8443333333333335
0.931,0.797,0.859,0.859,0.8466666666666667,0.8466666666666667
0.928,0.8,0.859,0.859,0.8476666666666667,0.8476666666666667
0.938,0.786,0.855,0.855,0.8380000000000001,0.8380000000000001
0.952,0.78,0.857,0.857,0.8343333333333334,0.8343333333333334
0.942,0.785,0.856,0.856,0.8381666666666666,0.8381666666666666
0.944,0.8,0.866,0.866,0.8493333333333334,0.8493333333333334
0.935,0.779,0.85,0.85,0.8321666666666667,0.8321666666666667
0.936,0.787,0.855,0.855,0.8355,0.8355
0.942,0.78,0.854,0.854,0.8308333333333334,0.8308333333333334
0.946,0.786,0.858,0.858,0.8376666666666667,0.8376666666666667
0.953,0.786,0.862,0.862,0.8431666666666667,0.8431666666666667
0.944,0.776,0.852,0.852,0.8323333333333333,0.8323333333333333
0.943,0.78,0.854,0.854,0.8303333333333333,0.8303333333333333
0.937,0.789,0.857,0.857,0.8388333333333334,0.8388333333333334
0.947,0.798,0.866,0.866,0.8473333333333334,0.8473333333333334
0.94,0.801,0.865,0.865,0.8466666666666666,0.8466666666666666
0.948,0.791,0.863,0.863,0.8433333333333334,0.8433333333333334
0.947,0.793,0.863,0.863,0.8451666666666666,0.8451666666666666
0.944,0.801,0.867,0.867,0.8513333333333333,0.8513333333333333
0.946,0.791,0.861,0.861,0.8414999999999999,0.8414999999999999
0.939,0.79,0.858,0.858,0.8405,0.8405
0.951,0.794,0.865,0.865,0.8435,0.8435
0.949,0.808,0.873,0.873,0.8611666666666666,0.8611666666666666
0.951,0.791,0.864,0.864,0.8450000000000001,0.8450000000000001
0.937,0.81,0.869,0.869,0.8606666666666666,0.8606666666666666
0.935,0.789,0.856,0.856,0.8421666666666666,0.8421666666666666
0.938,0.792,0.859,0.859,0.8420000000000001,0.8420000000000001
0.926,0.797,0.856,0.856,0.8426666666666667,0.8426666666666667
0.943,0.801,0.866,0.866,0.8511666666666667,0.8511666666666667
0.921,0.797,0.855,0.855,0.8468333333333334,0.8468333333333334
0.921,0.803,0.858,0.858,0.8481666666666667,0.8481666666666667
0.927,0.812,0.865,0.865,0.8540000000000001,0.8540000000000001
0.921,0.805,0.859,0.859,0.8486666666666666,0.8486666666666666
0.925,0.799,0.857,0.857,0.8478333333333333,0.8478333333333333
0.926,0.801,0.859,0.859,0.8396666666666666,0.8396666666666666
0.923,0.798,0.856,0.856,0.8446666666666666,0.8446666666666666
0.928,0.785,0.85,0.85,0.8328333333333333,0.8328333333333333
0.927,0.793,0.855,0.855,0.8388333333333334,0.8388333333333334
0.921,0.792,0.852,0.852,0.8333333333333334,0.8333333333333334
0.931,0.799,0.86,0.86,0.8433333333333333,0.8433333333333333
0.927,0.797,0.857,0.857,0.8431666666666667,0.8431666666666667
0.921,0.8,0.856,0.856,0.846,0.846
0.923,0.795,0.854,0.854,0.8421666666666666,0.8421666666666666
0.923,0.793,0.853,0.853,0.8414999999999999,0.8414999999999999
0.919,0.806,0.859,0.859,0.8466666666666667,0.8466666666666667
0.926,0.799,0.858,0.858,0.8455,0.8455
0.93,0.805,0.863,0.863,0.8481666666666666,0.8481666666666666
0.925,0.8,0.858,0.858,0.8396666666666667,0.8396666666666667
0.922,0.807,0.861,0.861,0.8509999999999999,0.8509999999999999
0.921,0.8,0.857,0.857,0.8444999999999999,0.8444999999999999
0.925,0.812,0.865,0.865,0.854,0.854
0.924,0.806,0.861,0.861,0.8504999999999999,0.8504999999999999
0.923,0.8,0.857,0.857,0.8416666666666667,0.8416666666666667
0.922,0.8,0.857,0.857,0.8404999999999999,0.8404999999999999
0.897,0.814,0.853,0.853,0.8381666666666666,0.8381666666666666
0.884,0.809,0.845,0.845,0.8290000000000001,0.8290000000000001
0.895,0.808,0.849,0.849,0.834,0.834
0.907,0.81,0.856,0.856,0.8409999999999999,0.8409999999999999
0.877,0.8,0.837,0.837,0.8205,0.8205
0.9,0.816,0.856,0.856,0.843,0.843
0.912,0.804,0.855,0.855,0.8418333333333332,0.8418333333333332
0.895,0.812,0.851,0.851,0.8384999999999999,0.8384999999999999
0.895,0.811,0.851,0.851,0.8338333333333333,0.8338333333333333
0.902,0.809,0.853,0.853,0.8405,0.8405
0.912,0.829,0.868,0.868,0.8683333333333335,0.8683333333333335
0.906,0.838,0.871,0.871,0.8730000000000001,0.8730000000000001
0.888,0.837,0.862,0.862,0.8576666666666667,0.8576666666666667
0.905,0.826,0.863,0.863,0.8620000000000001,0.8620000000000001
0.889,0.821,0.853,0.853,0.8456666666666667,0.8456666666666667
0.899,0.825,0.86,0.86,0.8565,0.8565
0.905,0.845,0.874,0.874,0.8786666666666667,0.8786666666666667
0.905,0.826,0.864,0.864,0.8610000000000001,0.8610000000000001
0.902,0.836,0.868,0.868,0.8654999999999999,0.8654999999999999
0.915,0.828,0.869,0.869,0.8678333333333333,0.8678333333333333
0.892,0.838,0.864,0.864,0.8606666666666668,0.8606666666666668
0.893,0.827,0.859,0.859,0.8533333333333334,0.8533333333333334
0.914,0.82,0.865,0.865,0.8598333333333333,0.8598333333333333
