P_model,R_model,F1_model_micro_one_lab,F1_model_micro_one_boost,F1_model_macro_one_lab,F1_model_macro_one_boost
0.758,0.825,0.79,0.823,0.7226666666666667,0.7864999999999999
0.789,0.82,0.804,0.78,0.7403333333333334,0.703
0.816,0.817,0.816,0.833,0.7680000000000001,0.785
0.794,0.843,0.818,0.822,0.7731666666666666,0.7815
0.688,0.825,0.75,0.829,0.6563333333333332,0.7861666666666666
0.757,0.83,0.792,0.674,0.7151666666666667,0.5765
0.719,0.833,0.772,0.831,0.6976666666666667,0.7863333333333333
0.765,0.835,0.798,0.769,0.7313333333333333,0.685
0.808,0.832,0.82,0.831,0.7641666666666667,0.7786666666666666
0.807,0.828,0.817,0.836,0.7718333333333333,0.7894999999999999
0.787,0.829,0.808,0.821,0.7431666666666666,0.7839999999999999
0.778,0.846,0.811,0.823,0.7484999999999999,0.7635000000000001
0.741,0.833,0.784,0.82,0.6971666666666666,0.7613333333333333
0.795,0.84,0.817,0.741,0.7536666666666667,0.6376666666666665
0.675,0.834,0.746,0.834,0.6465,0.7853333333333333
0.808,0.817,0.812,0.648,0.749,0.5543333333333333
0.79,0.832,0.81,0.847,0.7401666666666666,0.7956666666666666
0.745,0.849,0.793,0.819,0.7068333333333334,0.7593333333333333
0.696,0.847,0.764,0.797,0.6655000000000001,0.7094999999999999
0.732,0.84,0.782,0.72,0.6893333333333334,0.6181666666666666
0.762,0.837,0.798,0.806,0.7145,0.7193333333333335
0.823,0.83,0.827,0.822,0.7768333333333333,0.7598333333333334
0.801,0.851,0.825,0.847,0.7696666666666667,0.7996666666666666
0.796,0.85,0.822,0.83,0.7513333333333333,0.7798333333333334
0.806,0.85,0.828,0.83,0.7681666666666667,0.7651666666666666
0.793,0.85,0.821,0.832,0.7653333333333333,0.7753333333333333
0.827,0.847,0.837,0.829,0.79,0.7888333333333333
0.832,0.85,0.841,0.844,0.7964999999999999,0.7995
0.837,0.847,0.842,0.847,0.7986666666666666,0.8008333333333333
0.84,0.85,0.845,0.851,0.7999999999999999,0.8043333333333335
0.819,0.862,0.84,0.836,0.7885,0.7926666666666667
0.813,0.857,0.835,0.843,0.7848333333333333,0.7965
0.832,0.86,0.846,0.832,0.7951666666666667,0.7903333333333333
0.822,0.859,0.84,0.849,0.7886666666666665,0.8033333333333333
0.844,0.847,0.846,0.844,0.7949999999999999,0.7983333333333332
0.86,0.844,0.852,0.85,0.8024999999999999,0.8044999999999999
0.841,0.847,0.844,0.856,0.7879999999999999,0.8075
0.874,0.832,0.852,0.855,0.8021666666666666,0.8046666666666665
0.877,0.835,0.855,0.857,0.8063333333333332,0.8088333333333333
0.87,0.851,0.86,0.853,0.8075000000000001,0.805
0.871,0.845,0.857,0.854,0.8076666666666666,0.8045
0.877,0.829,0.852,0.858,0.7971666666666666,0.8083333333333332
0.863,0.85,0.856,0.861,0.8036666666666666,0.8109999999999999
0.86,0.848,0.854,0.857,0.8056666666666666,0.8066666666666666
0.852,0.85,0.851,0.855,0.8026666666666666,0.8051666666666666
0.861,0.849,0.855,0.851,0.8046666666666668,0.8041666666666667
0.845,0.848,0.846,0.86,0.7913333333333333,0.8086666666666665
0.845,0.847,0.846,0.85,0.7991666666666667,0.8013333333333333
0.862,0.837,0.85,0.851,0.7993333333333333,0.8036666666666666
0.855,0.844,0.85,0.854,0.8008333333333333,0.8064999999999999
0.855,0.837,0.846,0.849,0.8006666666666667,0.8029999999999999
0.863,0.851,0.857,0.853,0.8035,0.8058333333333333
0.848,0.835,0.842,0.857,0.7923333333333334,0.8051666666666666
0.873,0.828,0.85,0.844,0.7991666666666667,0.7971666666666666
0.878,0.815,0.845,0.852,0.7956666666666666,0.8038333333333334
0.887,0.823,0.854,0.849,0.7986666666666666,0.8045
0.865,0.82,0.842,0.854,0.7951666666666667,0.8056666666666668
0.87,0.823,0.845,0.842,0.7966666666666667,0.7991666666666667
0.868,0.838,0.853,0.854,0.8028333333333334,0.8068333333333332
0.869,0.825,0.846,0.845,0.8016666666666666,0.7998333333333333
0.852,0.844,0.848,0.847,0.799,0.8023333333333333
0.847,0.847,0.847,0.854,0.7905000000000001,0.8059999999999999
0.864,0.838,0.851,0.85,0.8001666666666667,0.8001666666666666
0.86,0.84,0.85,0.85,0.7961666666666667,0.7995
0.855,0.846,0.851,0.853,0.798,0.8008333333333333
0.864,0.85,0.857,0.844,0.8061666666666666,0.8003333333333332
0.848,0.845,0.847,0.853,0.7926666666666665,0.8038333333333334
0.859,0.841,0.85,0.849,0.7989999999999999,0.7968333333333334
0.849,0.852,0.851,0.851,0.7985000000000001,0.8046666666666665
0.865,0.845,0.855,0.847,0.8035,0.7993333333333332
0.862,0.833,0.847,0.856,0.7998333333333334,0.8058333333333332
0.859,0.851,0.855,0.849,0.8021666666666666,0.8035
0.853,0.848,0.851,0.856,0.8011666666666666,0.8073333333333333
0.854,0.841,0.848,0.851,0.7938333333333333,0.8028333333333334
0.862,0.845,0.853,0.849,0.8025000000000001,0.7991666666666667
0.852,0.853,0.853,0.849,0.7995,0.8014999999999999
0.856,0.85,0.853,0.849,0.8038333333333333,0.8029999999999999
0.86,0.849,0.854,0.854,0.8035,0.8043333333333335
0.862,0.846,0.854,0.85,0.8045,0.8021666666666668
0.858,0.854,0.856,0.857,0.8056666666666666,0.8078333333333333
0.865,0.85,0.858,0.853,0.8043333333333335,0.8051666666666666
0.874,0.848,0.861,0.855,0.8091666666666666,0.8064999999999999
0.854,0.852,0.853,0.86,0.8039999999999999,0.8108333333333334
0.847,0.855,0.851,0.851,0.7978333333333333,0.8028333333333334
0.836,0.857,0.846,0.852,0.7943333333333333,0.8033333333333332
0.848,0.877,0.863,0.855,0.8363333333333333,0.8061666666666666
0.847,0.886,0.866,0.876,0.8395000000000001,0.8556666666666666
0.859,0.872,0.865,0.862,0.8353333333333332,0.8281666666666666
0.851,0.885,0.868,0.863,0.8403333333333333,0.8305000000000001
0.84,0.869,0.854,0.865,0.8196666666666667,0.828
0.849,0.86,0.854,0.86,0.8128333333333333,0.8203333333333335
0.861,0.852,0.856,0.865,0.8100000000000002,0.8213333333333334
0.845,0.884,0.864,0.862,0.8373333333333334,0.8141666666666666
0.873,0.873,0.873,0.87,0.8446666666666668,0.8504999999999999
0.871,0.87,0.87,0.877,0.836,0.8443333333333333
0.871,0.87,0.87,0.879,0.8400000000000002,0.8488333333333333
0.87,0.862,0.866,0.874,0.823,0.8373333333333334
0.879,0.858,0.869,0.871,0.8285,0.8291666666666667
0.881,0.854,0.867,0.872,0.8210000000000001,0.8276666666666667
0.888,0.878,0.883,0.87,0.8544999999999999,0.8266666666666667
0.872,0.865,0.868,0.88,0.8238333333333334,0.8555
0.875,0.854,0.864,0.874,0.8246666666666665,0.8341666666666668
0.873,0.871,0.872,0.867,0.8350000000000001,0.824
0.883,0.872,0.877,0.873,0.8436666666666667,0.8415
0.887,0.859,0.873,0.879,0.8296666666666667,0.8496666666666668
0.885,0.859,0.872,0.87,0.8304999999999999,0.828
0.869,0.868,0.869,0.869,0.8333333333333334,0.8321666666666667
0.895,0.858,0.876,0.873,0.832,0.8385000000000001
0.892,0.852,0.872,0.874,0.8246666666666668,0.8305000000000001
0.885,0.88,0.882,0.875,0.8576666666666667,0.832
0.888,0.887,0.887,0.874,0.8676666666666667,0.8464999999999999
0.877,0.877,0.877,0.886,0.8605,0.8641666666666666
0.893,0.878,0.886,0.883,0.8660000000000001,0.8643333333333333
0.892,0.875,0.883,0.879,0.8649999999999999,0.8586666666666666
0.897,0.874,0.885,0.885,0.8691666666666668,0.863
0.893,0.877,0.885,0.879,0.8681666666666668,0.8583333333333333
0.868,0.885,0.876,0.886,0.8485,0.8694999999999999
0.881,0.874,0.878,0.879,0.8578333333333333,0.8566666666666666
0.899,0.871,0.885,0.876,0.863,0.8541666666666666
0.885,0.877,0.881,0.875,0.8646666666666668,0.8558333333333333
0.895,0.872,0.883,0.881,0.8624999999999999,0.8630000000000001
0.903,0.866,0.884,0.879,0.8621666666666666,0.8548333333333334
0.892,0.87,0.881,0.882,0.8609999999999999,0.8586666666666667
0.865,0.88,0.872,0.872,0.8380000000000001,0.8441666666666667
0.892,0.873,0.883,0.867,0.8638333333333335,0.8250000000000001
0.902,0.875,0.888,0.887,0.8704999999999999,0.8671666666666668
0.894,0.878,0.886,0.887,0.8653333333333334,0.8658333333333333
0.874,0.88,0.877,0.886,0.8551666666666667,0.8686666666666666
0.887,0.885,0.886,0.874,0.8616666666666667,0.85
0.899,0.872,0.885,0.885,0.8616666666666667,0.8695
0.886,0.877,0.882,0.879,0.8551666666666665,0.8598333333333333
0.894,0.879,0.886,0.88,0.864,0.8486666666666668
0.877,0.879,0.878,0.883,0.8446666666666666,0.8645
0.877,0.885,0.881,0.876,0.8495,0.8455
0.893,0.877,0.885,0.868,0.8613333333333334,0.831
0.873,0.875,0.874,0.889,0.8391666666666667,0.8678333333333333
0.901,0.88,0.89,0.866,0.8683333333333333,0.8303333333333333
0.891,0.878,0.884,0.89,0.8561666666666667,0.8613333333333334
0.895,0.88,0.888,0.883,0.8670000000000001,0.8535
0.891,0.878,0.884,0.879,0.8653333333333332,0.8584999999999999
0.898,0.88,0.889,0.89,0.8636666666666667,0.8690000000000001
0.901,0.87,0.885,0.884,0.8610000000000001,0.8528333333333333
0.893,0.872,0.882,0.884,0.8583333333333334,0.8583333333333334
0.888,0.875,0.882,0.883,0.8575,0.8570000000000001
0.892,0.882,0.887,0.882,0.863,0.8571666666666666
0.905,0.866,0.885,0.889,0.8551666666666667,0.8656666666666667
0.891,0.876,0.884,0.886,0.8633333333333333,0.856
0.897,0.878,0.887,0.886,0.8596666666666667,0.8628333333333335
0.889,0.875,0.882,0.875,0.8620000000000001,0.8315
0.837,0.907,0.87,0.886,0.8293333333333334,0.8646666666666666
0.693,0.924,0.792,0.847,0.7278333333333333,0.7935
0.886,0.882,0.884,0.683,0.8531666666666666,0.6221666666666666
0.895,0.875,0.885,0.883,0.863,0.8503333333333333
0.906,0.884,0.895,0.888,0.8755000000000002,0.8693333333333334
0.9,0.879,0.889,0.893,0.8713333333333333,0.8751666666666668
0.898,0.877,0.887,0.888,0.8706666666666667,0.8661666666666669
0.897,0.877,0.887,0.888,0.8631666666666667,0.8708333333333335
