P_model,R_model,F1_model_micro_one_lab,F1_model_micro_one_boost,F1_model_micro_mult_lab,F1_model_micro_mult_boost,F1_model_micro_mult_transfer_boost,F1_model_macro_one_lab,F1_model_macro_one_boost,F1_model_macro_mult_lab,F1_model_macro_mult_boost,F1_model_macro_mult_transfer_boost
0.536,0.757,0.628,0.896,0.5830042416264444,0.9135853331960038,0.9103604066125884,0.6477000000000002,0.8934,0.6331,0.916,0.9122999999999999
0.535,0.757,0.627,0.895,0.5830042416264444,0.9084000821523927,0.9094650205761318,0.6466000000000001,0.893,0.6331,0.9089,0.9110000000000001
0.533,0.815,0.645,0.896,0.5285188900033434,0.916486902927581,0.9177658697444353,0.6623,0.8938,0.6168,0.9186,0.9201999999999998
0.534,0.816,0.645,0.897,0.5668160159305881,0.9107818088911599,0.9131549266892239,0.6628999999999999,0.8937000000000002,0.6666,0.9120000000000001,0.9147000000000001
0.543,0.763,0.634,0.896,0.5382955771305287,0.9115716044316783,0.9128826792685433,0.6557000000000001,0.8929,0.6634,0.9118999999999999,0.9136000000000001
0.551,0.791,0.649,0.897,0.5382955771305287,0.9082824940543894,0.9105960264900661,0.6699999999999999,0.8939999999999999,0.6634,0.9081000000000001,0.9106
0.539,0.814,0.649,0.897,0.6179948586118251,0.9142916364390092,0.9125711329539576,0.6664000000000001,0.8939,0.6860999999999999,0.9151,0.9139000000000002
0.537,0.814,0.647,0.896,0.5971597802040962,0.9176010698487809,0.9167696744952616,0.6646,0.8929,0.6533,0.9189,0.9187999999999998
0.491,0.832,0.618,0.896,0.6048808832074376,0.9169944110950112,0.9188127003826664,0.6296000000000002,0.8935000000000001,0.6555,0.9181000000000001,0.9205
0.491,0.829,0.617,0.895,0.6048808832074376,0.9188688946015423,0.9203174930419544,0.6291,0.8926000000000001,0.6555,0.9198999999999999,0.9217000000000001
0.677,0.834,0.748,0.896,0.6083839344502159,0.9158380317785751,0.9178166838311019,0.7553000000000001,0.8940000000000001,0.6626,0.9170999999999999,0.9195
0.678,0.84,0.75,0.896,0.5012045290291497,0.9179281227473998,0.9175353493652595,0.7577999999999999,0.8934000000000001,0.6042,0.9184999999999999,0.9187
0.492,0.835,0.619,0.897,0.4899037332707209,0.9151983513652757,0.915145891329003,0.6305000000000002,0.8943,0.5913,0.9160999999999999,0.9159999999999998
0.695,0.83,0.756,0.895,0.4899037332707209,0.9167267112712301,0.9162460080354383,0.764,0.8923,0.5913,0.9168999999999998,0.9166000000000001
0.696,0.826,0.756,0.896,0.4899037332707209,0.9151070209905905,0.9149002171440389,0.7643,0.8934999999999998,0.5913,0.9158000000000002,0.9158000000000002
0.696,0.84,0.761,0.895,0.5161011721159778,0.9165891472868217,0.9175279040926002,0.7692,0.893,0.6363,0.9166999999999998,0.9178
0.706,0.827,0.762,0.896,0.4686550365785031,0.9188576141870296,0.9169952272255655,0.7708999999999999,0.8940999999999999,0.5824999999999999,0.9198999999999999,0.9172
0.705,0.837,0.766,0.896,0.4587614551513469,0.9165806318397687,0.9162886597938145,0.7746,0.8934000000000001,0.5563,0.9171999999999999,0.9168
0.694,0.833,0.757,0.895,0.4587614551513469,0.9204109162602468,0.9240033222591362,0.7655000000000001,0.893,0.5563,0.9206,0.9249
0.698,0.829,0.758,0.896,0.4587614551513469,0.9207007359800975,0.9225967540574282,0.7658,0.8939999999999999,0.5563,0.9209999999999999,0.9236000000000001
0.698,0.829,0.758,0.896,0.4587614551513469,0.9193498291748629,0.9224200770592523,0.7652,0.8936,0.5563,0.9198999999999999,0.9231
0.781,0.799,0.79,0.893,0.4587614551513469,0.9189805221715706,0.9204238520673177,0.7697,0.8906000000000001,0.5563,0.9195,0.9216000000000001
0.78,0.802,0.791,0.889,0.4769506622708081,0.9197383449278372,0.9189637305699481,0.7701,0.8862,0.5874,0.9200999999999999,0.9193
0.73,0.825,0.775,0.89,0.4769506622708081,0.9167184586699814,0.9183186299948106,0.7793,0.8869,0.5874,0.9180000000000001,0.9197000000000001
0.728,0.794,0.759,0.895,0.4765162936333063,0.9165631469979296,0.9171327946964989,0.7565,0.893,0.5869,0.9179999999999999,0.9186000000000002
0.818,0.79,0.804,0.891,0.4462800565770863,0.9135955404149891,0.9126934984520124,0.779,0.8881,0.5695,0.9138999999999999,0.9137000000000001
0.82,0.79,0.805,0.893,0.49692114545345845,0.9215828081413369,0.919002473206925,0.7798,0.8908000000000001,0.6025,0.9226000000000001,0.9199999999999999
