addit_train_data_size,addit_train_data_acc,addit_train_data_f1,all_graph_acc,all_graph_f1,cc_distribution,small_cc,large_cc,bridges,wrong_bridges,cuts,wrong_cuts
48910,0.9961970967082396,0.9444776119402984,0.988,0.916,"Counter({2: 621, 3: 209, 4: 148, 5: 101, 6: 54, 7: 38, 8: 7, 11: 6, 10: 5, 9: 3, 13: 2, 15: 1, 19: 1, 1: 1})",979,218,2,0,3,2
48872,0.9953961368472745,0.9334516415261757,0.987,0.907,"Counter({2: 622, 3: 208, 4: 157, 5: 102, 6: 52, 7: 41, 8: 7, 10: 5, 11: 5, 9: 2, 1: 2, 16: 1, 14: 1, 13: 1, 15: 1, 19: 1})",989,219,1,0,4,2
48920,0.995380212591987,0.9326579261025029,0.988,0.913,"Counter({2: 612, 3: 217, 4: 150, 5: 105, 6: 55, 7: 40, 8: 7, 10: 5, 11: 4, 9: 3, 1: 2, 16: 1, 14: 1, 13: 1, 12: 1})",981,223,0,0,3,1
48908,0.9960333687740247,0.9426713947990544,0.988,0.915,"Counter({2: 617, 3: 216, 4: 155, 5: 102, 6: 53, 7: 40, 8: 7, 11: 5, 10: 4, 9: 4, 13: 2, 1: 2, 14: 1, 18: 1})",990,219,1,0,3,1
48812,0.9954724248135705,0.9334136788189212,0.986,0.903,"Counter({2: 622, 3: 211, 4: 146, 5: 101, 6: 53, 7: 39, 11: 7, 8: 6, 9: 6, 10: 4, 1: 3, 13: 2, 16: 1, 14: 1, 15: 1, 19: 1})",982,222,1,0,4,1
48872,0.9951710590931413,0.9292565947242206,0.987,0.906,"Counter({2: 609, 3: 212, 4: 150, 5: 106, 6: 49, 7: 43, 11: 7, 8: 6, 10: 4, 9: 4, 14: 2, 1: 2, 13: 1, 12: 1})",973,223,2,0,3,2
48954,0.9964864975282919,0.9484721390053925,0.989,0.923,"Counter({2: 628, 3: 199, 4: 146, 5: 101, 6: 56, 7: 43, 8: 6, 10: 5, 11: 4, 9: 3, 1: 2, 16: 1, 18: 1})",975,220,2,0,3,2
48957,0.9963028780358274,0.9463067339068527,0.989,0.92,"Counter({2: 633, 3: 205, 4: 147, 5: 102, 6: 53, 7: 41, 8: 4, 9: 4, 11: 3, 10: 3, 1: 2, 14: 1, 13: 1, 15: 1, 16: 1, 18: 1})",987,215,1,0,3,1
48833,0.9963549239243954,0.9459295261239369,0.987,0.909,"Counter({2: 638, 3: 191, 4: 143, 5: 98, 6: 55, 7: 43, 8: 6, 10: 5, 9: 5, 11: 4, 13: 3, 14: 2, 1: 2, 18: 1})",974,222,0,0,4,1
48881,0.9962152983776927,0.9444611227859501,0.988,0.913,"Counter({2: 635, 3: 201, 4: 144, 5: 102, 6: 51, 7: 39, 10: 7, 8: 6, 11: 5, 14: 2, 9: 2, 1: 2, 16: 1, 13: 1, 19: 1})",982,217,0,0,4,2
48955,0.996445715452967,0.9478729778310366,0.989,0.922,"Counter({2: 638, 3: 202, 4: 141, 5: 101, 6: 56, 7: 42, 8: 5, 10: 5, 11: 3, 9: 3, 1: 2, 13: 1, 12: 1, 18: 1})",983,218,0,0,3,1
48948,0.9960161804363815,0.9416691594376309,0.989,0.919,"Counter({2: 634, 3: 197, 4: 149, 5: 101, 6: 53, 7: 40, 8: 7, 10: 5, 11: 4, 9: 3, 1: 2, 13: 1, 15: 1, 14: 1, 18: 1})",982,217,1,0,4,2
49127,0.9963360270319783,0.9474299065420562,0.992,0.939,"Counter({2: 635, 3: 205, 4: 155, 5: 106, 6: 57, 7: 49, 10: 2, 9: 2, 1: 2, 11: 1, 8: 1})",997,218,1,0,2,1
48968,0.9958340140499918,0.9388122375524895,0.989,0.919,"Counter({2: 637, 3: 191, 4: 146, 5: 102, 6: 53, 7: 44, 8: 6, 10: 4, 11: 4, 9: 4, 1: 2, 13: 1, 12: 1})",976,219,1,0,4,1
48822,0.996415550366638,0.946792338096686,0.987,0.91,"Counter({2: 629, 3: 198, 4: 142, 5: 101, 6: 57, 7: 38, 8: 7, 10: 6, 9: 4, 11: 3, 1: 3, 14: 2, 13: 1, 15: 1, 21: 1, 19: 1})",972,222,1,0,3,1
49076,0.99586355856223,0.9402765519270373,0.99,0.929,"Counter({2: 640, 3: 200, 4: 149, 5: 100, 6: 54, 7: 46, 9: 4, 8: 3, 11: 2, 10: 2, 1: 2, 13: 1, 12: 1})",991,213,0,0,2,1
48972,0.9963652699501756,0.9473060982830076,0.989,0.922,"Counter({2: 634, 3: 201, 4: 150, 5: 102, 6: 55, 7: 45, 8: 5, 9: 3, 1: 3, 16: 2, 10: 2, 13: 1, 11: 1, 19: 1})",988,217,2,0,3,1
48840,0.9962530712530713,0.9444949954504095,0.987,0.91,"Counter({2: 641, 3: 191, 4: 143, 5: 99, 6: 53, 7: 41, 10: 6, 8: 5, 9: 4, 11: 4, 1: 3, 16: 2, 14: 1, 13: 1, 12: 1, 19: 1})",978,218,1,0,3,1
48960,0.9957720588235294,0.9375565610859729,0.989,0.918,"Counter({2: 639, 3: 193, 4: 140, 5: 105, 6: 53, 7: 42, 8: 6, 9: 5, 11: 5, 13: 2, 10: 2, 1: 2})",974,220,2,0,3,1
48845,0.9965196028252636,0.9482338611449452,0.988,0.914,"Counter({2: 631, 3: 196, 4: 143, 5: 107, 6: 49, 7: 42, 8: 7, 10: 5, 11: 5, 1: 3, 9: 2, 12: 2, 16: 1, 14: 1, 13: 1, 15: 1})",973,223,1,0,4,1
48997,0.996081392738331,0.9432288586635127,0.989,0.924,"Counter({2: 626, 3: 202, 4: 154, 5: 104, 6: 50, 7: 44, 8: 6, 11: 4, 10: 3, 9: 3, 1: 2, 14: 1, 13: 1, 12: 1})",984,217,1,0,3,1
48903,0.9964828333640063,0.9483173076923077,0.988,0.918,"Counter({2: 630, 3: 199, 4: 147, 5: 104, 6: 50, 7: 42, 10: 5, 11: 5, 8: 4, 1: 3, 9: 2, 16: 1, 14: 1, 13: 1, 15: 1, 12: 1})",979,217,0,0,4,1
48969,0.9960791521166452,0.942652329749104,0.989,0.922,"Counter({2: 636, 3: 202, 4: 145, 5: 105, 6: 52, 7: 42, 8: 6, 11: 4, 9: 3, 13: 2, 10: 2, 1: 2, 16: 1, 12: 1})",985,218,2,0,3,1
48936,0.9965669445806769,0.9497607655502392,0.989,0.922,"Counter({2: 636, 3: 197, 4: 150, 5: 101, 6: 53, 7: 43, 10: 5, 8: 4, 11: 3, 9: 3, 1: 3, 14: 1, 13: 1, 15: 1, 18: 1})",986,216,1,0,4,1
49017,0.9957157720790746,0.9380896226415095,0.989,0.923,"Counter({2: 626, 3: 211, 4: 151, 5: 99, 6: 50, 7: 45, 8: 5, 10: 5, 9: 4, 11: 3, 1: 2, 14: 1, 13: 1})",990,213,0,0,4,1
48961,0.9965482731153367,0.949234004205467,0.99,0.926,"Counter({2: 639, 3: 197, 4: 145, 5: 103, 6: 54, 7: 43, 8: 7, 11: 4, 14: 2, 10: 2, 9: 2, 1: 2, 13: 1, 19: 1})",983,219,1,0,2,1
48960,0.9961805555555555,0.9440622195632665,0.989,0.921,"Counter({2: 643, 3: 198, 4: 144, 5: 100, 6: 53, 7: 41, 10: 5, 8: 4, 11: 4, 9: 4, 1: 3, 14: 2, 13: 2})",988,215,1,0,4,1
48805,0.9966396885565003,0.950423216444982,0.987,0.91,"Counter({2: 626, 3: 199, 4: 149, 5: 98, 6: 52, 7: 42, 10: 7, 8: 6, 11: 4, 9: 4, 1: 3, 14: 2, 13: 2, 16: 1, 19: 1})",977,219,0,0,3,1
48914,0.996238295784438,0.9447115384615385,0.989,0.92,"Counter({2: 626, 3: 198, 4: 152, 5: 104, 6: 52, 7: 42, 9: 7, 8: 6, 10: 4, 11: 4, 1: 2, 14: 1, 13: 1, 12: 1})",978,222,1,0,3,1
48950,0.9959959141981614,0.9417013682331944,0.989,0.92,"Counter({2: 624, 3: 208, 4: 150, 5: 104, 6: 51, 7: 40, 8: 7, 11: 5, 10: 4, 9: 4, 1: 2, 14: 1, 13: 1, 12: 1})",984,218,0,0,3,1
48945,0.9962202472162631,0.9446273570787189,0.989,0.921,"Counter({2: 633, 3: 204, 4: 145, 5: 103, 6: 53, 7: 40, 8: 5, 11: 5, 10: 4, 14: 2, 9: 2, 1: 2, 16: 1, 13: 1})",984,216,0,0,4,2
48909,0.9965037109734405,0.9487870619946092,0.989,0.92,"Counter({2: 626, 3: 204, 4: 149, 5: 106, 6: 53, 7: 40, 9: 6, 8: 6, 11: 4, 10: 3, 1: 2, 14: 1, 13: 1, 12: 1, 18: 1})",981,222,1,0,3,1
49031,0.9967163631172116,0.9526331273904091,0.991,0.934,"Counter({2: 620, 3: 208, 4: 159, 5: 104, 6: 56, 7: 47, 8: 4, 11: 4, 9: 3, 10: 2, 1: 2})",989,220,1,0,2,1
48878,0.9965628708212284,0.9493059746529874,0.988,0.918,"Counter({2: 634, 3: 198, 4: 148, 5: 105, 6: 49, 7: 40, 8: 6, 11: 6, 10: 5, 9: 3, 13: 2, 1: 2, 16: 1, 14: 1, 12: 1})",982,219,0,0,4,1
48905,0.996360290358859,0.946578631452581,0.988,0.918,"Counter({2: 632, 3: 200, 4: 147, 5: 103, 6: 52, 7: 40, 8: 5, 10: 4, 11: 4, 9: 4, 14: 2, 13: 2, 1: 2, 18: 1})",981,217,0,0,4,3
48882,0.9962358332310461,0.944578313253012,0.988,0.915,"Counter({2: 638, 3: 198, 4: 147, 5: 101, 6: 54, 7: 40, 10: 7, 8: 5, 11: 4, 9: 3, 1: 2, 14: 1, 13: 1, 15: 1, 19: 1})",985,218,1,0,4,2
48875,0.996460358056266,0.948311921123394,0.988,0.916,"Counter({2: 628, 3: 199, 4: 156, 5: 103, 6: 52, 7: 42, 10: 5, 8: 5, 9: 4, 11: 4, 13: 2, 1: 2, 14: 1, 15: 1, 12: 1})",985,220,1,0,4,3
48868,0.9965007776049767,0.9484162895927603,0.988,0.916,"Counter({2: 626, 3: 203, 4: 147, 5: 100, 6: 52, 7: 38, 8: 10, 10: 7, 9: 4, 11: 4, 14: 2, 1: 2, 13: 1, 19: 1})",978,219,0,0,4,1
48829,0.9962522271600893,0.9448629105152155,0.987,0.912,"Counter({2: 621, 3: 207, 4: 151, 5: 106, 6: 52, 7: 37, 8: 6, 11: 6, 10: 5, 9: 3, 1: 2, 16: 1, 14: 1, 13: 1, 15: 1, 12: 1, 18: 1})",981,221,0,0,4,2
48917,0.9966473823006317,0.9507803121248499,0.989,0.924,"Counter({2: 624, 3: 201, 4: 155, 5: 102, 6: 53, 7: 44, 8: 8, 10: 5, 11: 5, 9: 3, 13: 2, 1: 2})",982,222,0,0,4,1
48740,0.9965326220763233,0.9479519556513705,0.986,0.905,"Counter({2: 623, 3: 195, 4: 145, 5: 106, 6: 45, 7: 40, 9: 8, 10: 6, 11: 5, 8: 4, 14: 3, 1: 3, 18: 1, 13: 1, 15: 1, 22: 1, 19: 1})",966,222,3,0,3,1
48820,0.9963334698893896,0.9458396369137669,0.987,0.909,"Counter({2: 635, 3: 197, 4: 145, 5: 99, 6: 52, 7: 40, 10: 6, 8: 5, 11: 5, 9: 3, 1: 3, 13: 2, 14: 2, 16: 1, 21: 1, 19: 1})",980,217,1,0,4,1
48749,0.9963896695316827,0.9460784313725491,0.986,0.904,"Counter({2: 622, 3: 193, 4: 148, 5: 104, 6: 49, 7: 41, 8: 7, 10: 6, 11: 4, 9: 3, 1: 2, 12: 2, 16: 1, 14: 1, 13: 1, 17: 1, 15: 1, 22: 1, 19: 1})",965,223,2,0,4,2
