P_model,R_model,F1_model_micro_one_lab,F1_model_micro_one_boost,F1_model_macro_one_lab,F1_model_macro_one_boost
0.665,0.601,0.632,0.632,0.5705,0.5705
0.672,0.616,0.642,0.642,0.5875000000000001,0.5875000000000001
0.661,0.593,0.625,0.625,0.5643,0.5643
0.65,0.594,0.62,0.62,0.5572999999999999,0.5572999999999999
0.669,0.641,0.654,0.654,0.6037000000000001,0.6037000000000001
0.672,0.627,0.649,0.649,0.5917999999999999,0.5917999999999999
0.673,0.624,0.648,0.648,0.6015,0.6015
0.659,0.622,0.64,0.64,0.5818,0.5818
0.664,0.629,0.646,0.646,0.5892000000000001,0.5892000000000001
0.662,0.614,0.638,0.638,0.5778999999999999,0.5778999999999999
0.667,0.642,0.654,0.654,0.6007,0.6007
0.654,0.623,0.639,0.639,0.575,0.575
0.662,0.615,0.638,0.638,0.5745000000000001,0.5745000000000001
0.674,0.617,0.644,0.644,0.5887,0.5887
0.675,0.625,0.649,0.649,0.5969,0.5969
0.682,0.64,0.66,0.66,0.6158,0.6158
0.666,0.6,0.632,0.632,0.5748,0.5748
0.683,0.622,0.651,0.651,0.603,0.603
0.653,0.613,0.632,0.632,0.5706000000000001,0.5706000000000001
0.658,0.634,0.646,0.646,0.584,0.584
0.645,0.617,0.631,0.631,0.5711999999999999,0.5711999999999999
0.655,0.606,0.63,0.63,0.5668,0.5668
0.668,0.635,0.651,0.651,0.6031000000000001,0.6031000000000001
0.67,0.62,0.644,0.644,0.5821,0.5821
0.66,0.623,0.641,0.641,0.5791,0.5791
0.664,0.638,0.651,0.651,0.5894999999999999,0.5894999999999999
0.667,0.626,0.646,0.646,0.5839000000000001,0.5839000000000001
0.653,0.598,0.624,0.624,0.5627,0.5627
0.647,0.628,0.637,0.637,0.576,0.576
0.649,0.634,0.642,0.642,0.5874,0.5874
0.648,0.623,0.636,0.636,0.5740999999999999,0.5740999999999999
0.663,0.629,0.645,0.645,0.5894999999999999,0.5894999999999999
0.682,0.615,0.647,0.647,0.5822,0.5822
0.681,0.631,0.655,0.655,0.5993999999999999,0.5993999999999999
0.682,0.631,0.656,0.656,0.5998,0.5998
0.685,0.617,0.649,0.649,0.5873999999999999,0.5873999999999999
0.687,0.623,0.653,0.653,0.5969999999999999,0.5969999999999999
0.684,0.626,0.654,0.654,0.5987,0.5987
0.689,0.629,0.658,0.658,0.6079000000000001,0.6079000000000001
0.686,0.629,0.656,0.656,0.5991,0.5991
0.671,0.633,0.652,0.652,0.5911,0.5911
0.676,0.589,0.63,0.63,0.5653,0.5653
0.676,0.623,0.648,0.648,0.5861999999999999,0.5861999999999999
0.681,0.632,0.655,0.655,0.601,0.601
0.684,0.614,0.647,0.647,0.5907,0.5907
0.676,0.632,0.653,0.653,0.5948,0.5948
0.674,0.598,0.634,0.634,0.5751999999999999,0.5751999999999999
0.675,0.603,0.637,0.637,0.578,0.578
0.676,0.587,0.629,0.629,0.5648,0.5648
0.663,0.6,0.63,0.63,0.5700000000000001,0.5700000000000001
0.673,0.638,0.655,0.655,0.5968,0.5968
0.679,0.602,0.638,0.638,0.5765,0.5765
0.691,0.625,0.656,0.656,0.5983,0.5983
0.684,0.617,0.649,0.649,0.5875,0.5875
0.666,0.602,0.633,0.633,0.5742999999999999,0.5742999999999999
0.671,0.612,0.64,0.64,0.5766,0.5766
0.681,0.631,0.655,0.655,0.6011,0.6011
0.677,0.596,0.634,0.634,0.5721,0.5721
0.681,0.613,0.645,0.645,0.5851999999999999,0.5851999999999999
0.683,0.611,0.645,0.645,0.5805,0.5805
0.675,0.592,0.631,0.631,0.5677,0.5677
0.673,0.629,0.65,0.65,0.592,0.592
0.684,0.612,0.646,0.646,0.5936,0.5936
0.683,0.616,0.648,0.648,0.5881000000000001,0.5881000000000001
0.683,0.601,0.639,0.639,0.5822,0.5822
0.692,0.631,0.66,0.66,0.6025,0.6025
0.682,0.589,0.632,0.632,0.5673999999999999,0.5673999999999999
0.688,0.634,0.66,0.66,0.6114999999999999,0.6114999999999999
0.687,0.618,0.651,0.651,0.5892999999999999,0.5892999999999999
0.68,0.596,0.635,0.635,0.5737,0.5737
0.673,0.624,0.648,0.648,0.5922,0.5922
0.653,0.591,0.621,0.621,0.5570999999999999,0.5570999999999999
0.667,0.586,0.624,0.624,0.5609999999999999,0.5609999999999999
0.656,0.593,0.623,0.623,0.5590999999999999,0.5590999999999999
0.681,0.607,0.642,0.642,0.5809000000000001,0.5809000000000001
0.672,0.594,0.63,0.63,0.5730999999999999,0.5730999999999999
0.685,0.6,0.639,0.639,0.5761999999999999,0.5761999999999999
0.685,0.616,0.649,0.649,0.5862999999999998,0.5862999999999998
0.676,0.605,0.639,0.639,0.5787,0.5787
0.679,0.602,0.638,0.638,0.5772,0.5772
0.681,0.586,0.63,0.63,0.5657,0.5657
0.658,0.645,0.652,0.652,0.5906,0.5906
0.652,0.632,0.642,0.642,0.5803,0.5803
0.658,0.646,0.652,0.652,0.5949,0.5949
0.659,0.636,0.648,0.648,0.5860000000000001,0.5860000000000001
0.647,0.655,0.651,0.651,0.5921000000000001,0.5921000000000001
0.654,0.65,0.652,0.652,0.5914,0.5914
0.641,0.633,0.637,0.637,0.5719999999999998,0.5719999999999998
0.67,0.64,0.654,0.654,0.593,0.593
0.655,0.628,0.641,0.641,0.5769,0.5769
0.66,0.638,0.649,0.649,0.5936999999999999,0.5936999999999999
0.666,0.643,0.654,0.654,0.5952,0.5952
0.655,0.648,0.651,0.651,0.5949000000000001,0.5949000000000001
0.671,0.655,0.663,0.663,0.6041,0.6041
0.657,0.639,0.648,0.648,0.5892000000000001,0.5892000000000001
0.665,0.628,0.646,0.646,0.5845,0.5845
0.649,0.632,0.64,0.64,0.5779000000000001,0.5779000000000001
0.648,0.658,0.653,0.653,0.5977,0.5977
0.652,0.654,0.653,0.653,0.6018999999999999,0.6018999999999999
0.645,0.649,0.647,0.647,0.5869000000000001,0.5869000000000001
0.65,0.651,0.65,0.65,0.5900000000000001,0.5900000000000001
0.651,0.641,0.646,0.646,0.5860000000000001,0.5860000000000001
0.659,0.64,0.649,0.649,0.5889,0.5889
0.654,0.654,0.654,0.654,0.6016,0.6016
0.656,0.653,0.655,0.655,0.6042,0.6042
0.659,0.648,0.653,0.653,0.592,0.592
0.668,0.668,0.668,0.668,0.6235,0.6235
0.66,0.651,0.656,0.656,0.5974,0.5974
0.664,0.656,0.66,0.66,0.5993,0.5993
0.674,0.64,0.656,0.656,0.6,0.6
0.662,0.642,0.652,0.652,0.5942000000000001,0.5942000000000001
0.661,0.653,0.657,0.657,0.6049,0.6049
0.669,0.629,0.648,0.648,0.5877,0.5877
0.662,0.64,0.651,0.651,0.5934,0.5934
0.658,0.643,0.65,0.65,0.6002,0.6002
0.651,0.657,0.654,0.654,0.5949,0.5949
0.663,0.649,0.656,0.656,0.5996,0.5996
0.695,0.751,0.722,0.722,0.7102999999999999,0.7102999999999999
0.692,0.774,0.731,0.731,0.7237000000000001,0.7237000000000001
0.679,0.76,0.717,0.717,0.7091000000000001,0.7091000000000001
0.685,0.71,0.697,0.697,0.6801,0.6801
0.685,0.759,0.72,0.72,0.7115,0.7115
0.68,0.71,0.695,0.695,0.6784999999999999,0.6784999999999999
0.696,0.739,0.717,0.717,0.7058000000000001,0.7058000000000001
0.686,0.757,0.72,0.72,0.7117,0.7117
0.683,0.737,0.709,0.709,0.6979,0.6979
0.686,0.723,0.704,0.704,0.6895,0.6895
0.691,0.744,0.717,0.717,0.7078,0.7078
0.67,0.701,0.685,0.685,0.6654,0.6654
0.697,0.778,0.735,0.735,0.7287999999999999,0.7287999999999999
0.693,0.756,0.723,0.723,0.7144,0.7144
0.692,0.748,0.719,0.719,0.7096000000000001,0.7096000000000001
0.692,0.77,0.729,0.729,0.7215,0.7215
0.695,0.775,0.733,0.733,0.7250000000000001,0.7250000000000001
0.699,0.76,0.728,0.728,0.7197,0.7197
0.686,0.759,0.721,0.721,0.7129000000000001,0.7129000000000001
0.697,0.757,0.726,0.726,0.7161000000000001,0.7161000000000001
0.683,0.755,0.717,0.717,0.7094000000000001,0.7094000000000001
0.693,0.78,0.734,0.734,0.7266999999999999,0.7266999999999999
0.684,0.759,0.72,0.72,0.7124,0.7124
0.687,0.764,0.724,0.724,0.7156,0.7156
0.681,0.74,0.709,0.709,0.6977,0.6977
0.687,0.754,0.719,0.719,0.708,0.708
0.702,0.764,0.732,0.732,0.7229,0.7229
0.704,0.793,0.746,0.746,0.7394000000000001,0.7394000000000001
0.699,0.784,0.739,0.739,0.7337,0.7337
0.68,0.755,0.716,0.716,0.7050000000000001,0.7050000000000001
0.693,0.781,0.734,0.734,0.7290000000000001,0.7290000000000001
0.69,0.753,0.72,0.72,0.7101000000000001,0.7101000000000001
0.688,0.779,0.731,0.731,0.7245999999999999,0.7245999999999999
0.685,0.78,0.729,0.729,0.7227,0.7227
0.702,0.776,0.737,0.737,0.7292,0.7292
0.692,0.786,0.736,0.736,0.7319,0.7319
0.684,0.763,0.721,0.721,0.7131,0.7131
0.697,0.767,0.73,0.73,0.7228,0.7228
