P_model,R_model,F1_model_micro_one_lab,F1_model_micro_one_boost,F1_model_macro_one_lab,F1_model_macro_one_boost
0.882,0.891,0.886,0.886,0.8845000000000001,0.8845000000000001
0.851,0.894,0.872,0.872,0.8692,0.8692
0.877,0.894,0.885,0.885,0.8842000000000001,0.8842000000000001
0.865,0.897,0.881,0.881,0.8812,0.8812
0.897,0.896,0.896,0.896,0.8955,0.8955
0.892,0.888,0.89,0.89,0.8883000000000001,0.8883000000000001
0.906,0.899,0.902,0.902,0.9011999999999999,0.9011999999999999
0.919,0.89,0.905,0.905,0.9039999999999999,0.9039999999999999
0.886,0.892,0.889,0.889,0.8866000000000002,0.8866000000000002
0.913,0.884,0.899,0.899,0.8967,0.8967
0.913,0.887,0.9,0.9,0.8977,0.8977
0.908,0.895,0.902,0.902,0.8996999999999999,0.8996999999999999
0.899,0.892,0.895,0.895,0.8926999999999999,0.8926999999999999
0.899,0.9,0.9,0.9,0.8981,0.8981
0.906,0.887,0.896,0.896,0.8942,0.8942
0.913,0.889,0.901,0.901,0.8997999999999999,0.8997999999999999
0.911,0.891,0.901,0.901,0.9006000000000001,0.9006000000000001
0.917,0.895,0.906,0.906,0.9055,0.9055
0.923,0.883,0.902,0.902,0.9014000000000001,0.9014000000000001
0.92,0.886,0.903,0.903,0.9016,0.9016
0.912,0.893,0.902,0.902,0.9019,0.9019
0.907,0.891,0.899,0.899,0.8977,0.8977
0.9,0.884,0.892,0.892,0.8892,0.8892
0.907,0.89,0.898,0.898,0.8972999999999999,0.8972999999999999
0.921,0.89,0.905,0.905,0.9045,0.9045
0.894,0.895,0.894,0.894,0.8932,0.8932
0.911,0.897,0.904,0.904,0.9033000000000001,0.9033000000000001
0.919,0.892,0.905,0.905,0.9055,0.9055
0.91,0.9,0.905,0.905,0.9042,0.9042
0.911,0.898,0.904,0.904,0.9039000000000001,0.9039000000000001
0.907,0.891,0.899,0.899,0.8983999999999999,0.8983999999999999
0.909,0.893,0.901,0.901,0.9004,0.9004
0.919,0.901,0.91,0.91,0.9095999999999999,0.9095999999999999
0.921,0.891,0.906,0.906,0.9049000000000001,0.9049000000000001
0.915,0.898,0.906,0.906,0.9043000000000001,0.9043000000000001
0.912,0.895,0.904,0.904,0.9020000000000001,0.9020000000000001
0.913,0.899,0.906,0.906,0.9053000000000001,0.9053000000000001
0.917,0.901,0.909,0.909,0.9084,0.9084
0.914,0.895,0.905,0.905,0.9036,0.9036
0.921,0.897,0.909,0.909,0.9086000000000001,0.9086000000000001
0.922,0.895,0.909,0.909,0.9079,0.9079
0.914,0.899,0.906,0.906,0.9053999999999999,0.9053999999999999
0.922,0.897,0.909,0.909,0.9091999999999999,0.9091999999999999
0.912,0.902,0.907,0.907,0.907,0.907
0.911,0.898,0.905,0.905,0.9032,0.9032
0.913,0.9,0.907,0.907,0.9063000000000001,0.9063000000000001
0.921,0.897,0.909,0.909,0.9083000000000002,0.9083000000000002
0.914,0.893,0.903,0.903,0.9029999999999999,0.9029999999999999
0.92,0.9,0.91,0.91,0.9093,0.9093
0.915,0.894,0.904,0.904,0.9033,0.9033
0.92,0.892,0.906,0.906,0.9042999999999999,0.9042999999999999
0.918,0.897,0.907,0.907,0.9072000000000001,0.9072000000000001
0.909,0.891,0.9,0.9,0.9004,0.9004
0.918,0.889,0.903,0.903,0.9019,0.9019
0.913,0.886,0.9,0.9,0.8981,0.8981
0.918,0.886,0.902,0.902,0.9004,0.9004
0.915,0.889,0.902,0.902,0.9007,0.9007
0.917,0.888,0.902,0.902,0.9007,0.9007
