P_model,R_model,F1_model_micro_one_lab,F1_model_micro_one_boost,F1_model_macro_one_lab,F1_model_macro_one_boost
0.913,0.932,0.923,0.923,0.9416666666666668,0.9416666666666668
0.904,0.932,0.918,0.918,0.9313333333333333,0.9313333333333333
0.918,0.932,0.925,0.925,0.9436666666666667,0.9436666666666667
0.92,0.926,0.923,0.923,0.9430000000000001,0.9430000000000001
0.911,0.929,0.92,0.92,0.9369999999999999,0.9369999999999999
0.918,0.935,0.926,0.926,0.9448333333333334,0.9448333333333334
0.921,0.932,0.927,0.927,0.9466666666666667,0.9466666666666667
0.92,0.937,0.928,0.928,0.9473333333333334,0.9473333333333334
0.913,0.935,0.924,0.924,0.9415,0.9415
0.9,0.932,0.916,0.916,0.9246666666666666,0.9246666666666666
0.914,0.934,0.924,0.924,0.9369999999999999,0.9369999999999999
0.921,0.938,0.929,0.929,0.9478333333333334,0.9478333333333334
0.92,0.934,0.927,0.927,0.9460000000000001,0.9460000000000001
0.923,0.935,0.929,0.929,0.9480000000000001,0.9480000000000001
0.92,0.934,0.927,0.927,0.9425,0.9425
0.915,0.932,0.923,0.923,0.9416666666666668,0.9416666666666668
0.919,0.934,0.926,0.926,0.9446666666666667,0.9446666666666667
0.918,0.935,0.927,0.927,0.9463333333333334,0.9463333333333334
0.923,0.937,0.93,0.93,0.9488333333333334,0.9488333333333334
0.919,0.931,0.925,0.925,0.9421666666666667,0.9421666666666667
0.921,0.938,0.93,0.93,0.9458333333333334,0.9458333333333334
0.928,0.935,0.932,0.932,0.9508333333333333,0.9508333333333333
0.931,0.935,0.933,0.933,0.9500000000000001,0.9500000000000001
0.918,0.936,0.927,0.927,0.9423333333333334,0.9423333333333334
0.927,0.935,0.931,0.931,0.9481666666666667,0.9481666666666667
0.923,0.934,0.928,0.928,0.9420000000000002,0.9420000000000002
0.93,0.924,0.927,0.927,0.9446666666666667,0.9446666666666667
0.919,0.931,0.925,0.925,0.9386666666666666,0.9386666666666666
0.928,0.933,0.93,0.93,0.9496666666666668,0.9496666666666668
0.929,0.935,0.932,0.932,0.9506666666666667,0.9506666666666667
0.921,0.929,0.925,0.925,0.945,0.945
0.932,0.931,0.931,0.931,0.9493333333333333,0.9493333333333333
0.934,0.931,0.933,0.933,0.9523333333333333,0.9523333333333333
0.93,0.937,0.933,0.933,0.952,0.952
0.922,0.941,0.931,0.931,0.9499999999999998,0.9499999999999998
0.927,0.939,0.933,0.933,0.9493333333333333,0.9493333333333333
0.922,0.935,0.929,0.929,0.9455,0.9455
0.928,0.937,0.932,0.932,0.9508333333333333,0.9508333333333333
0.925,0.933,0.929,0.929,0.9481666666666667,0.9481666666666667
0.931,0.938,0.935,0.935,0.9514999999999999,0.9514999999999999
0.928,0.939,0.934,0.934,0.9510000000000001,0.9510000000000001
0.927,0.936,0.932,0.932,0.9500000000000001,0.9500000000000001
0.936,0.938,0.937,0.937,0.9540000000000001,0.9540000000000001
0.933,0.938,0.936,0.936,0.9531666666666666,0.9531666666666666
0.931,0.936,0.934,0.934,0.9511666666666666,0.9511666666666666
0.929,0.937,0.933,0.933,0.9508333333333333,0.9508333333333333
0.93,0.933,0.932,0.932,0.9493333333333333,0.9493333333333333
0.93,0.941,0.936,0.936,0.9528333333333333,0.9528333333333333
0.933,0.938,0.935,0.935,0.9538333333333333,0.9538333333333333
0.93,0.94,0.935,0.935,0.9525,0.9525
0.936,0.938,0.937,0.937,0.9538333333333333,0.9538333333333333
0.936,0.938,0.937,0.937,0.9541666666666666,0.9541666666666666
0.936,0.939,0.937,0.937,0.9545,0.9545
0.94,0.939,0.94,0.94,0.9551666666666666,0.9551666666666666
0.94,0.937,0.938,0.938,0.9558333333333332,0.9558333333333332
0.929,0.941,0.935,0.935,0.9520000000000001,0.9520000000000001
0.936,0.938,0.937,0.937,0.9530000000000002,0.9530000000000002
0.926,0.943,0.934,0.934,0.9514999999999999,0.9514999999999999
0.932,0.938,0.935,0.935,0.9523333333333333,0.9523333333333333
0.933,0.935,0.934,0.934,0.952,0.952
0.933,0.938,0.936,0.936,0.9531666666666666,0.9531666666666666
0.933,0.94,0.936,0.936,0.953,0.953
